t i j k u[t]
678 5 16 19 -0.11600500000000001
679 5 16 20 -0.08019694999999999
680 5 17 18 -0.1468935
681 5 17 19 0.2028825
682 5 17 20 -0.09908195
683 5 18 19 0.010543499999999999
684 5 18 20 -0.14441845
685 5 19 20 -0.11621495
686 6 7 8 0.07658150000000001
687 6 7 9 0.087889
688 6 7 10 0.313979
689 6 7 11 0.06761849999999998
690 6 7 12 0.107534
691 6 7 13 -0.157156
692 6 7 14 0.026409
693 6 7 15 -0.007611999999999999
694 6 7 16 0.26874400000000004
695 6 7 17 0.06359000000000001
696 6 7 18 0.251929
697 6 7 19 -0.01074599999999999
698 6 7 20 0.19315749999999998
699 6 8 9 0.015921499999999998
700 6 8 10 0.1334995
701 6 8 11 0.1482645
702 6 8 12 -0.1612675
703 6 8 13 0.057145499999999995
704 6 8 14 -0.1562975
705 6 8 15 -0.053677
706 6 8 16 -0.012317499999999993
707 6 8 17 0.050972
708 6 8 18 -0.05060750000000001
709 6 8 19 -0.08534499999999999
710 6 8 20 0.12480349999999998
711 6 9 10 0.014050000000000007
712 6 9 11 -0.15496500000000002
713 6 9 12 -0.16906500000000002
714 6 9 13 -0.11520500000000002
715 6 9 14 -0.17506750000000001
716 6 9 15 0.016201000000000004
717 6 9 16 0.050693000000000016
718 6 9 17 0.06119100000000001
719 6 9 18 -0.05594999999999999
720 6 9 19 -0.170211
721 6 9 20 0.13955249999999997
722 6 10 11 -0.28192500000000004
723 6 10 12 -0.07327000000000002
724 6 10 13 0.14057999999999998
725 6 10 14 -0.27521450000000003
726 6 10 15 -0.17177600000000004
727 6 10 16 -0.11902700000000001
728 6 10 17 -0.05573400000000003
729 6 10 18 -0.07904500000000002
730 6 10 19 -0.15543500000000005
731 6 10 20 0.12472999999999998
732 6 11 12 -0.21343000000000004
733 6 11 13 -0.0763655
734 6 11 14 -0.31839
735 6 11 15 -0.02491399999999999
736 6 11 16 2.0000000000008902e-5
737 6 11 17 0.063286
738 6 11 18 -0.22750500000000007
739 6 11 19 -0.02124999999999997
740 6 11 20 0.01321749999999999
741 6 12 13 0.006014999999999999
742 6 12 14 -0.26783
743 6 12 15 -0.04191900000000001
744 6 12 16 0.10352350000000003
745 6 12 17 -0.018773999999999996
746 6 12 18 0.029115000000000002
747 6 12 19 -0.052330999999999996
748 6 12 20 0.04942499999999999
749 6 13 14 -0.052749999999999984
750 6 13 15 0.068481
751 6 13 16 0.24916500000000003
752 6 13 17 0.029701000000000012
753 6 13 18 0.081918
754 6 13 19 -0.25438500000000003
755 6 13 20 0.1709835
756 6 14 15 0.05399000000000001
757 6 14 16 0.006179999999999985
758 6 14 17 0.228151
759 6 14 18 0.329815
760 6 14 19 0.083375
761 6 14 20 0.24931849999999997
762 6 15 16 0.19551900000000003
763 6 15 17 0.17246
764 6 15 18 0.18578750000000002
765 6 15 19 -0.1130745
766 6 15 20 0.066234
767 6 16 17 0.084136
768 6 16 18 0.205055
769 6 16 19 -0.2803
770 6 16 20 0.11745749999999998
771 6 17 18 -0.018866000000000004
772 6 17 19 0.036083999999999984
773 6 17 20 0.096069
774 6 18 19 -0.28428250000000005
775 6 18 20 -0.07729500000000002
776 6 19 20 0.24573449999999997
777 7 8 9 0.004614000000000004
778 7 8 10 -0.103898
779 7 8 11 0.1572275
780 7 8 12 -0.19221999999999997
781 7 8 13 0.290883
782 7 8 14 -0.10612499999999998
783 7 8 15 0.030516500000000002
784 7 8 16 -0.20448000000000008
785 7 8 17 0.06396349999999999
786 7 8 18 -0.22595500000000002
787 7 8 19 0.001982500000000004
788 7 8 20 0.008227500000000006
789 7 9 10 -0.21204
790 7 9 11 -0.13469450000000002
791 7 9 12 -0.18871000000000002
792 7 9 13 0.12983999999999998
793 7 9 14 -0.11358750000000001
794 7 9 15 0.11170200000000001
795 7 9 16 -0.13016200000000003
796 7 9 17 0.08549
797 7 9 18 -0.21999000000000002
798 7 9 19 -0.071576
799 7 9 20 0.034284
800 7 10 11 -0.035564500000000006
801 7 10 12 0.13317500000000004
802 7 10 13 0.6117150000000001
803 7 10 14 0.012355500000000014
804 7 10 15 0.14981500000000003
805 7 10 16 -0.07379200000000001
806 7 10 17 0.194655
807 7 10 18 -0.016994999999999982
808 7 10 19 0.16929000000000002
809 7 10 20 0.24555150000000003
810 7 11 12 -0.2533455
811 7 11 13 0.14840899999999999
812 7 11 14 -0.27718050000000005
813 7 11 15 0.05031650000000001
814 7 11 16 -0.20110550000000002
815 7 11 17 0.06731450000000001
816 7 11 18 -0.4118155
817 7 11 19 0.057114500000000006
818 7 11 20 -0.11232150000000002
819 7 12 13 0.27070500000000003
820 7 12 14 -0.186705
821 7 12 15 0.07322699999999999
822 7 12 16 -0.05768650000000002
823 7 12 17 0.02516999999999999
824 7 12 18 -0.11528000000000001
825 7 12 19 0.065949
826 7 12 20 -0.03619850000000003
827 7 13 14 -0.23631499999999997
828 7 13 15 -0.081063
829 7 13 16 -0.17673500000000003
830 7 13 17 -0.19104499999999996
831 7 13 18 -0.327167
832 7 13 19 -0.40079500000000007
833 7 13 20 -0.17933
834 7 14 15 0.088011
835 7 14 16 -0.23615500000000006
836 7 14 17 0.19097000000000003
837 7 14 18 0.10429500000000001
838 7 14 19 0.12053
839 7 14 20 0.08256999999999999
840 7 15 16 -0.08083699999999998
841 7 15 17 0.10125799999999999
842 7 15 18 -0.0737535
843 7 15 19 -0.10994050000000001
844 7 15 20 -0.1345355
845 7 16 17 0.28929000000000005
846 7 16 18 0.22187
847 7 16 19 -0.0008099999999999774
848 7 16 20 0.19304400000000005
849 7 17 18 -0.20720500000000003
850 7 17 19 0.11042
851 7 17 20 -0.0334985
852 7 18 19 -0.021607500000000005
853 7 18 20 -0.018523500000000005
854 7 19 20 0.04183099999999999
855 8 9 10 -0.10352800000000001
856 8 9 11 -0.287308
857 8 9 12 0.008123999999999977
858 8 9 13 -0.15642900000000004
859 8 9 14 -0.0028484999999999986
